2.676057815551757812e+00,2.730893611907958984e+00,2.625890970230102539e+00,2.551998853683471680e+00,2.527709245681762695e+00,2.526921033859252930e+00,2.788320302963256836e+00,2.792749404907226562e+00,2.793041706085205078e+00,2.780536174774169922e+00,4.493423700332641602e-01,1.543696165084838867e+00,2.277696371078491211e+00,2.508184432983398438e+00,2.339265823364257812e+00,-4.206681251525878906e-01,-4.011507630348205566e-01,-3.490992784500122070e-01,-3.091072440147399902e-01,-2.368158102035522461e-01,-4.148434996604919434e-01,-4.186559915542602539e-01,-4.195236563682556152e-01,-4.191522002220153809e-01,-3.923879265785217285e-01
1.083840489387512207e+00,9.971579313278198242e-01,1.613193154335021973e-01,-2.330332994461059570e-01,-3.335742950439453125e-01,-4.041251540184020996e-01,-3.916769623756408691e-01,-4.203520417213439941e-01,-4.235706925392150879e-01,-4.202879667282104492e-01,-4.194747805595397949e-01,-4.185959696769714355e-01,-4.230151176452636719e-01,-4.237808585166931152e-01,-4.201096892356872559e-01,-4.206687211990356445e-01,-4.220436215400695801e-01,-4.237213134765625000e-01,-4.238565564155578613e-01,-4.176971912384033203e-01,-4.062225222587585449e-01,-4.182798862457275391e-01,-4.207800030708312988e-01,-4.200461506843566895e-01,-3.880774378776550293e-01
2.516052424907684326e-01,-3.848035931587219238e-01,-4.088699817657470703e-01,-3.991652727127075195e-01,-3.573883771896362305e-01,1.853914499282836914e+00,1.351400613784790039e-01,-3.921888470649719238e-01,-4.187574982643127441e-01,-3.589846491813659668e-01,2.743156433105468750e+00,2.010907649993896484e+00,5.696883797645568848e-01,6.405365467071533203e-02,2.714161276817321777e-01,2.717761754989624023e+00,2.745744943618774414e+00,2.572648525238037109e+00,2.449102401733398438e+00,2.426394701004028320e+00,2.025671720504760742e+00,2.630503416061401367e+00,2.735305786132812500e+00,2.741349935531616211e+00,2.663751363754272461e+00
2.495204687118530273e+00,2.791993618011474609e+00,2.517640590667724609e+00,2.277120351791381836e-01,-3.923928737640380859e-01,2.761995553970336914e+00,2.777605295181274414e+00,1.313952207565307617e+00,-3.795793056488037109e-01,-4.196225404739379883e-01,2.789841890335083008e+00,2.217917203903198242e+00,-1.348468661308288574e-01,-4.212791323661804199e-01,-4.204775691032409668e-01,2.693141222000122070e+00,5.640571713447570801e-01,-4.191650152206420898e-01,-4.229286313056945801e-01,-4.189423322677612305e-01,1.788696765899658203e+00,-3.039938211441040039e-01,-4.161340594291687012e-01,-4.111157059669494629e-01,-3.822031021118164062e-01
-3.099321126937866211e-01,-3.855228424072265625e-04,2.154421329498291016e+00,2.550435304641723633e+00,3.081774413585662842e-01,-3.836913704872131348e-01,4.605395793914794922e-01,2.582664012908935547e+00,2.578635454177856445e+00,1.138227581977844238e-01,4.532111287117004395e-01,2.179936647415161133e+00,2.777318477630615234e+00,1.947487831115722656e+00,-2.337652444839477539e-01,2.401878833770751953e+00,2.783841133117675781e+00,2.454649925231933594e+00,3.569412827491760254e-01,-3.992334604263305664e-01,2.654265880584716797e+00,2.251739740371704102e+00,6.196496486663818359e-01,-3.665131330490112305e-01,-4.140309691429138184e-01
-4.151811003684997559e-01,-4.208416938781738281e-01,-4.165234565734863281e-01,5.786339640617370605e-01,2.512374162673950195e+00,-4.218773245811462402e-01,-4.230121970176696777e-01,-1.719630956649780273e-01,2.195371627807617188e+00,2.776138782501220703e+00,-4.213250279426574707e-01,-4.184572100639343262e-01,6.535294651985168457e-01,2.754039287567138672e+00,2.684545516967773438e+00,-4.202331304550170898e-01,-4.163343310356140137e-01,1.059128284454345703e+00,2.787425518035888672e+00,2.623271703720092773e+00,-4.179237484931945801e-01,-4.190399646759033203e-01,6.885668635368347168e-01,2.617511510848999023e+00,2.551860809326171875e+00
-7.986819744110107422e-02,1.935233116149902344e+00,2.721853494644165039e+00,2.175910949707031250e+00,1.999640166759490967e-01,8.962371349334716797e-01,2.559853315353393555e+00,2.769923448562622070e+00,2.063587903976440430e+00,3.948473334312438965e-01,2.146248340606689453e+00,2.746536970138549805e+00,2.743521690368652344e+00,2.533054351806640625e+00,2.039377450942993164e+00,2.586377620697021484e+00,2.779167652130126953e+00,2.746160030364990234e+00,2.775590181350708008e+00,2.632550001144409180e+00,2.357486963272094727e+00,2.549497127532958984e+00,2.499116182327270508e+00,2.491907835006713867e+00,2.142940044403076172e+00
2.282383441925048828e+00,7.147964239120483398e-01,4.715609550476074219e-02,8.328973054885864258e-01,2.347112894058227539e+00,3.600304126739501953e-01,-3.757482767105102539e-01,-4.089723229408264160e-01,-2.828026413917541504e-01,7.150883674621582031e-01,-2.968708276748657227e-01,-4.169904589653015137e-01,-4.168179035186767578e-01,-4.003162980079650879e-01,-1.332756876945495605e-01,-3.796741962432861328e-01,-4.207456707954406738e-01,-4.206393957138061523e-01,-4.173234105110168457e-01,-3.043527007102966309e-01,-3.460222482681274414e-01,-4.093011617660522461e-01,-4.122444987297058105e-01,-4.009990096092224121e-01,-2.038928866386413574e-01
-4.100849628448486328e-01,-4.174969196319580078e-01,-4.176552295684814453e-01,-4.178141355514526367e-01,-3.967096209526062012e-01,-4.202647805213928223e-01,-4.234010577201843262e-01,-4.231553673744201660e-01,-4.230369925498962402e-01,-3.547447323799133301e-01,-4.201465249061584473e-01,-4.234839081764221191e-01,-4.235068559646606445e-01,-4.179801344871520996e-01,2.531862854957580566e-01,-4.214621782302856445e-01,-4.235151410102844238e-01,-4.233751296997070312e-01,-3.281945586204528809e-01,2.047646522521972656e+00,-4.187907576560974121e-01,-4.219771623611450195e-01,-4.219015240669250488e-01,-1.022828817367553711e-01,2.534397125244140625e+00
-3.880444765090942383e-01,-4.125336408615112305e-01,-4.162107706069946289e-01,-4.098961353302001953e-01,1.516988277435302734e-01,-4.174849390983581543e-01,-4.227545857429504395e-01,-4.046214222908020020e-01,4.163741469383239746e-01,2.301063299179077148e+00,-4.197791218757629395e-01,-4.088838696479797363e-01,4.789642989635467529e-01,2.491463661193847656e+00,2.780686616897583008e+00,-4.142572879791259766e-01,2.728517651557922363e-01,2.442658424377441406e+00,2.791175842285156250e+00,2.241806983947753906e+00,2.701878547668457031e-04,2.090780973434448242e+00,2.786841630935668945e+00,2.310719490051269531e+00,2.420908808708190918e-01
